Week Start,Week End,Category,Transaction Count,Transaction Value SAR,Average Ticket SAR
2026-08-09,2026-08-15,Hotels,1047000,348782000,333.12511938872973
2026-08-09,2026-08-15,Jewelry,294000,320013000,1088.4795918367347
2026-08-09,2026-08-15,Laundry Services,2949000,53282000,18.06781959986436
2026-08-09,2026-08-15,Others,41365000,2155534000,52.110093073854706
2026-08-09,2026-08-15,Professional & Business Services,16121000,838048000,51.98486446250232
2026-08-09,2026-08-15,Public Utilities & Services,830000,55114000,66.40240963855422
2026-08-09,2026-08-15,Recreation & Culture,3941000,349417000,88.66201471707689
2026-08-09,2026-08-15,Restaurants & Cafés,60235000,1823980000,30.281065825516727
2026-08-09,2026-08-15,Telecommunication,5068000,179133000,35.34589581689029
2026-08-09,2026-08-15,Transportation,7127000,1062042000,149.01669706748982
